,id,breed,breed_int
1838,2d48f1a94c59aef4d9dd0d543d5d9f7b,norwich_terrier,78
360,088cdda83ef0920d130398f7724b391f,shih-tzu,5
5782,91fcceacb76b43385198e96d1f82240f,english_setter,55
1143,1c6efdb63d5d69d9a40c572b48d21278,afghan_hound,2
6907,ad60895e22b73a4e96040d82af3d2b15,bernese_mountain_dog,4
9173,e655b500159688691e025a1177936df0,shih-tzu,5
3685,5bf7dc9255185907260436bb10d6ff42,lakeland_terrier,21
7496,bbff9ef9066d365c1042805e1179f0d9,pomeranian,6
7383,b8e73b52fb1d13a6c4b978358c911806,bluetick,49
7977,c7741797d824bfc430494923974daa33,tibetan_terrier,10
5191,83217877553b0d7ba501cf416e4b7b8e,standard_poodle,75
2371,3b1780ab4f601495daf2442fc60b5a38,great_pyrenees,7
9862,f811a137cac1489f074529064f79acfe,dingo,70
334,080ebefee69f27243b185c113052963e,cardigan,86
8781,dc17875272a541c7c8afa2a8451e801d,west_highland_white_terrier,64
4533,712dae0c2b2fcaf6b6cdd6f146db85f4,airedale,11
1591,276b9b3db7dd30593834c7927d551733,basenji,8
7518,bc8fa54fc7dba62820098ab089ceddaa,border_terrier,31
8270,cf0b75d1f10ab79d91069820c99dc4fa,appenzeller,81
4367,6cdbe1dfad3257b604c514eba9ae4697,leonberg,13
2507,3e6fbb7ab195649e954df8d82901cd2a,pekinese,89
8003,c83eed4ccffa2bee4dc6098ba09a15e7,bouvier_des_flandres,46
3390,541f7218023e5f77a5cc5a915b0e808e,saluki,20
5874,94350fdc51b84578d0548f0321ac1149,greater_swiss_mountain_dog,56
7484,bbdd2335f51e0d7f30b0c68fe942e3cb,gordon_setter,65
1559,2695c92b1303ab96f329c3790db5edb0,kelpie,45
4081,659f86354522d2446925e04ca41adcc5,irish_wolfhound,19
3735,5cdfe257b5fd7f189e724c8f54ff4bbd,affenpinscher,71
2497,3e2f226678909037ed26abc9c2289af9,black-and-tan_coonhound,83
4091,65d34cb4b50c30b759f43372d8f04416,lhasa,33
6147,9ae65ac25eebb9df589c09eaf01ea818,english_springer,93
3727,5cbc1c6e10458a596cba3dad5de44c53,black-and-tan_coonhound,83
6388,a12274937a2a953932ca67db079b5816,sussex_spaniel,79
6680,a7ac233c1ffbcf8ceac2ed36ee0f2426,kelpie,45
4829,792ee1a15734d6da6074f25524050f66,tibetan_mastiff,112
8935,e0629e36f6f2f4708db4b4d68bf1a75e,sussex_spaniel,79
449,0aa31d6ecdb95ac7d3b7fa42b86bd91b,old_english_sheepdog,40
5039,7f6ca83eb56cde5c9669515c555d9440,redbone,103
2485,3df5455f16086f057418ffe837289b8d,bluetick,49
5636,8e1863bda935ce99536f77a786e414f8,pekinese,89
6442,a25ddbe69eddafe9bbf2e542dc8cb487,scottish_deerhound,0
7689,c080a6d7d5bdba6e23c0f854a67493ad,redbone,103
4487,700ef49936ff04f8490ceff02b01127f,leonberg,13
4953,7c851681f64ba99be7742b8083f8661b,komondor,115
9903,f8d289525782f3caa8cb51627063ef22,toy_terrier,77
3543,5827b9cfa3d7962a2ee755524c915b24,malamute,67
3886,60666d549888377cc4af1c64d087e5d4,basenji,8
1127,1c0eec60d22d5e50a057f261d54523d1,shih-tzu,5
6871,ac81bd5676488e9523fba872efbe383f,beagle,14
7469,bbaf88be76553b3314045f057b94e0af,airedale,11
6668,a768d7fc2b42dc15018ba9641b401db5,borzoi,88
5611,8daabe9ded307c802b5f84492bc14d69,maltese_dog,1
6717,a8965b5b9649335721b516e0e6e67122,scottish_deerhound,0
2821,45624028f1d58c99a258ee5e57f79fa7,rhodesian_ridgeback,38
5603,8d77611798e17dc31a663fae87f46a14,american_staffordshire_terrier,97
3258,50fa5ca96395d9bb39774e48d1153b9a,chesapeake_bay_retriever,54
8027,c8c9a0e17722c096e117408c137c251b,appenzeller,81
8373,d21c01d3de8cc6d3c6dd3efaba226412,australian_terrier,18
7853,c45ca06210977c966dfb8e7fa0cd706d,shih-tzu,5
7186,b41399cf3293bc2b53a677529ba5a8c1,dandie_dinmont,35
4909,7b3105053d887c2098186d37399f7d32,labrador_retriever,51
8640,d8e9eadd8cdaa3a14df6c8351a09eb00,vizsla,109
2513,3ea505ad860189c14dbb73b9120a2ca5,gordon_setter,65
1898,2ebaa578b5b4680c56ffea593b53cc75,saluki,20
7007,afadd4327b01b62e6e98289c8f72e1ee,pug,26
9339,ea5c48cc2c2d348add796a1530eb27f5,bloodhound,50
10221,fff43b07992508bc822f33d8ffd902ae,chesapeake_bay_retriever,54
4913,7b41e2d75b9ff967ac66237c6ec60dbb,mexican_hairless,69
1862,2de892b241aeab50aad28c319eaebdbd,weimaraner,48
1514,257d7d5a3b94a225fa26aa537f6aa8d0,italian_greyhound,28
6801,aaca42b24d63226fe1dda8e6863def96,pug,26
9860,f80ad50586c794ea8555e3bed23e0c0e,otterhound,111
4156,67701487906aebc113f3690152b62bdf,norwegian_elkhound,25
8637,d8e39c28a398072fb76193c402f20405,silky_terrier,34
6383,a0f900fe444c2c09f03d5170960e2825,pug,26
4988,7dc6c8e4af37515a897c914fe2f650d3,pug,26
5448,897ffbc20e2ee537a3bf595d4cb0895f,tibetan_terrier,10
9682,f3afd4f69038b249042cd481f0b5813a,siberian_husky,24
3878,6047c362f38f0cef1fc26ea7ff7df0a1,shih-tzu,5
8173,cc791d33102c4dd55ef715f98be1ff23,rottweiler,85
448,0a9f8f6543d0b33fe9474035dd5323ef,briard,119
8056,c965e44d0fd6782c734883897d4be493,otterhound,111
6024,9813633e973fbc891a9bc031f8ec6d08,newfoundland,32
515,0c71084d955bfca989d865cbcf8cf8ae,japanese_spaniel,15
8064,c9988677fd4cba56d55d2da439c882a4,weimaraner,48
5137,81cb20716cb5dc4bf410dfd52bbb3cc8,vizsla,109
2112,34a2e0cf51238ef0227dd59e03b05987,saint_bernard,52
3351,5335f60de809010c1e01de557d8b19f8,chihuahua,106
5646,8e4a535a93b830de0cf9a2ed46bcd010,basenji,8
4732,76a366813f6d0182709d8fa154fc24b2,yorkshire_terrier,63
1263,1f5ff1ba1cb533db815435e9d25b80d5,airedale,11
6098,99e92f87e797b24911992e019c3f940a,collie,42
5391,88110fa3bbc63e4a6451f8b94f1c16ad,brabancon_griffon,116
2744,43859e03ccae47c4c8016ff6a851db86,labrador_retriever,51
4529,70fe05acafe344e3359dd4742aedbc05,tibetan_mastiff,112
2232,37e02d7e4421b6db765d08e4a4775406,shetland_sheepdog,84
3590,593d494b3c91921a8c6db19d00b8b4f1,african_hunting_dog,44
2548,3f674c39cfc8fc3f421b3b8e69143b70,airedale,11
8908,df775558457f8fc42f50a1b944d89328,basenji,8
6260,9e2e3c2bbbb8cfa1baabd8ade4ed7c80,basenji,8
1960,305353c76f4015cfec3e6133a7e8406e,miniature_schnauzer,80
6957,ae829def01226daffb29306308a2f2a0,ibizan_hound,30
10072,fc64ecf1ef29b56646e2480196877f7b,keeshond,66
7357,b85bf8ae41f4d46370b3bada2b7d1acd,african_hunting_dog,44
6230,9d267017b07f6eac408bad624f205484,keeshond,66
9551,ef80922725c7fb9865005222ef30714e,schipperke,43
112,02ad779f2721db9364d3bb68f5580582,bull_mastiff,94
61,0177a92a906192bfde8adbb8a237e524,greater_swiss_mountain_dog,56
4449,6f1806819e3e675d3d05ea1bf5e71cde,pekinese,89
8791,dc5ce2648529adf29ed15b7180e0850f,bernese_mountain_dog,4
4392,6da4c7ee12790d8047e82c7750884780,doberman,96
9999,facdc30ff148a0154121f1e17cac86d7,samoyed,9
3126,4d60034b2d3fe176b6339e23e018e536,rottweiler,85
3214,4fa66ce43b4765d7daf3da799a7d14e0,pembroke,29
928,16ca736a6ff68bc4d2d1586e8eec9b28,malamute,67
5832,9357ef3fae73f47e2446f4d39e8af919,italian_greyhound,28
8183,ccb296c8257649527e45affde75d331d,vizsla,109
7378,b8cc9c5226ad59f53538f1f04b2b426e,basenji,8
4927,7bc7194efa91bfff549675b6d7a61bc1,soft-coated_wheaten_terrier,105
8819,dd19ba0779065dbab0c28842fdf5851f,boston_bull,41
6855,ac21b78f89d6939f36effb79104e7758,saint_bernard,52
5259,848133f97b3e97b1b0fab0402e572d98,norwegian_elkhound,25
8589,d77cbf53aedd8776340977e523f61080,sussex_spaniel,79
4703,7616151df0a316bef96662cffbae0efa,italian_greyhound,28
2131,35108a65835b263c9f0bfd5b74d9d332,eskimo_dog,118
5554,8c396c0bdf28e07c823c5fcbb9d6840a,clumber,68
9478,eda44fc4fded6ff594aeb833634ea44c,scottish_deerhound,0
3766,5d95e7ecea01cafecf5844640cc06203,groenendael,61
6637,a6c9f19bfb2b8e23d5e73294704d842c,vizsla,109
6003,976c7c90a2ee23ee68322c943d8b8ccf,old_english_sheepdog,40
1845,2d81620b970a5204541c93be8b6a63a2,malinois,98
4716,76573a994d0ab0a1f77d117534a18573,english_setter,55
7741,c1e854371a2316fc28ccb4cb5527c478,boston_bull,41
8153,cbd3c747a40068089dfd7036ff3c62c0,norwegian_elkhound,25
10096,fce0a4c8bf2d6588ea7f6ecf731b2fbb,irish_wolfhound,19
2889,478c1ceb68afd4e6be917ea8367a71bd,ibizan_hound,30
7400,b9469cd11471bab7e748e5fa5bf4f157,pembroke,29
2004,31b6ee728915433aad07164838e20a55,yorkshire_terrier,63
2679,422cf5cabdcdbd851082eab9a6f65d4f,maltese_dog,1
3806,5e27542c1da54fe48d0e9aec00e3c125,border_collie,104
2407,3c00e7b9995f27cc4c578f9c6a6a0a02,siberian_husky,24
2273,38aaabf7675b60b866cb632ac65f2061,entlebucher,3
9027,e2bba60478d1600a8b85b768196e7965,shih-tzu,5
5537,8bd905838263efd8c2cac790b5f17912,papillon,22
7877,c5030860ba094c86d3bef88c659448f0,gordon_setter,65
1664,29589713b4f254372da90babc76d3ea9,german_short-haired_pointer,90
7990,c7c6ff42d5b63555ec23fe5170fdcd90,boxer,91
6066,9951edcf2d8205b7ddc7933f93b3bb24,eskimo_dog,118
6043,989ad181026cc26dc11dd6f31306f0c1,bernese_mountain_dog,4
4428,6e90df201d3c69e037412e8b6dd01d77,bull_mastiff,94
6694,a7f9a20d9d6e79fc41eff2ea61ad8ce8,leonberg,13
4771,77bbd2303fa579c249dfc4ce01832aac,english_foxhound,47
2959,4919e7bd16a949f15bbd2bd00953595d,shih-tzu,5
3573,58e34ac5f1fb0ed7ede58ff4c2f08b52,keeshond,66
2908,4816ca55205638e0f3562fc9f3a46202,schipperke,43
385,094b97e52d00895fbf6769724e1b0e7d,miniature_pinscher,16
6681,a7b0055c47417e89c9769f28b668b04f,dandie_dinmont,35
9465,ed563a008568fe9ca11f9dc662826c0c,norwich_terrier,78
4219,692965e541833d6cf6089b0d416f0c0f,miniature_schnauzer,80
5956,96620010901dd4aa4768f5371ebcae4a,ibizan_hound,30
2432,3c88c3f8bd67f1a274395e845414b4bb,old_english_sheepdog,40
6399,a169ca16d659e93c93bb68a34183f0de,curly-coated_retriever,100
1970,30b2ee18ecfaec6db490054a4555d40b,papillon,22
6321,9f7d5eb41b3bfb57db764b6d6049da3f,appenzeller,81
5076,80a17e4bc6ce4b5880d07be1f325a997,siberian_husky,24
1896,2eb3b65b71b57828b832a7ade0ab33fd,standard_poodle,75
4177,67f8d9b74922bbd4a5d5a350ef79361b,west_highland_white_terrier,64
6088,99b5c534b1d362f73ec2e2d3ec9b9530,borzoi,88
347,0857307dddb1b41288887ef2338af6df,collie,42
10109,fd186806d3d7f123d9a568bcde794f6e,irish_terrier,62
9879,f843b7f86256f4d603b1768c8b16adcc,walker_hound,110
4243,699dac12962e0dccc5109ca8203e5feb,bluetick,49
3037,4b07e02028274f84fdade12c4b82f617,newfoundland,32
9007,e236f0b66a5a700022dbed8458e81d26,english_foxhound,47
5091,80d9ee29c45074ccfc1b2a91a03f759d,miniature_schnauzer,80
5067,8059b8f59bdbe49c5657ee7ac8480931,miniature_pinscher,16
5694,8f9f48b4ad92e8f3082d2ab40d9f5e51,gordon_setter,65
6977,aef239bc996a3b364aba20025acebc3c,keeshond,66
6077,99882fbaaa35f4e6864616b9e83b999f,american_staffordshire_terrier,97
5473,8a248f8b155f9a7f65ac7a5c9090cc5a,standard_schnauzer,101
222,0512c1a59449a9c8c83c95722028ac90,basset,59
186,044f7e60953230fa45e4367073d96693,clumber,68
6659,a744f11051daf6c9bddc47fd757d0bb6,bull_mastiff,94
2585,403f9cb93bd90e77e714bedd8ed44cbd,whippet,23
6119,9a3e73ec5c6f18eec87d936cf73dbcdc,miniature_poodle,74
4287,6adaa30520d885ee73e47f090b24851a,australian_terrier,18
2884,47626b3b6324182b526e28ee88361047,malamute,67
1441,23fd69aeafc33f66ff8ecb536096881c,giant_schnauzer,114
9266,e8a902080c150632c8b45b8013d0e540,clumber,68
989,185617e5924c55cede9ecdb7a41c4707,curly-coated_retriever,100
7997,c80a85e009935022c6401517fb1cd02a,chow,27
1788,2c5ceeb88110e5fea161cae699aee8dc,beagle,14
572,0e167bb5c5d4736190d220d081d1de23,siberian_husky,24
8798,dcaa788b4a781d17cfa724b27d7c51fd,bluetick,49
216,04f69d645182d799dbb54862c19c0f38,groenendael,61
6146,9adbe43816a43b4e4510c7ebdf88d1fc,lakeland_terrier,21
6746,a923f859ec7b8c0f74439a2058917297,shih-tzu,5
1348,212f7cfa5a153997c4a1ee64dcfbf76f,labrador_retriever,51
3495,5703a82690f596d050fe3f75c3411869,cocker_spaniel,95
7907,c5b95a6c73427b6901110e1f11bc5569,toy_poodle,72
8446,d42994838dea65d1516398fe86ff80be,otterhound,111
3889,607af117d6e596b71476157ffde6ed8c,chow,27
9310,e9ac785eb7c5e7c31dd54be18e40bff2,brittany_spaniel,99
7150,b36ef116ba297a4e2564aa9f9924d8bb,bernese_mountain_dog,4
3812,5e6aff1e4b8bf69fe6d11d6b77e2e423,boxer,91
4557,71eef902b127b08c8c01be9a81a81a21,appenzeller,81
9777,f6175a0ef289ef111b225a84240f2e4e,shetland_sheepdog,84
6748,a930ca18e5688b01f1cb223383faf9bf,silky_terrier,34
4245,69b282f3d9e81dba018b130b9eb2f3f2,great_pyrenees,7
3457,560100152f7c608aa8e5ae4e6321395e,redbone,103
5093,80e133f30d0c46942517a82581be7daf,ibizan_hound,30
23,0097c6242c6f3071762d9f85c3ef1b2f,bedlington_terrier,36
3885,6061a5acf8b115fcbbff09f91e683125,great_pyrenees,7
4736,76d7b339f71872f2301649db866afae7,great_pyrenees,7
8083,c9fcc35552d72c6141aaf637a3fe394a,schipperke,43
9771,f5feb8aae47a107bc2e8ca4075286ae5,soft-coated_wheaten_terrier,105
8790,dc5ae45eebbefb3cb9dc42550487aaeb,shetland_sheepdog,84
3988,63021bfb22038c0e4095ada8cf691b76,borzoi,88
7072,b185661d8d5b7c934b66f63d813cb407,rottweiler,85
6712,a877b4bdeeb0b02ef99eb24f3faf6213,saluki,20
10070,fc58ff2eb1f57943e151704a4f061d38,labrador_retriever,51
7316,b7450c7d0e5dd2e6a700db767364ef53,bluetick,49
9632,f25a4184e33741e745175fd1d7c6d172,rottweiler,85
135,0326d40cc2b35521f1f3e73cabcf2a23,lakeland_terrier,21
7541,bd2a4492ae1a0fd8b77dab961de0f71f,beagle,14
8999,e208bfa575753207f240ed5619f93c41,papillon,22
7208,b4a0d7fe23e53513df499adf9ee04bb9,basset,59
2404,3bdc7d098a96d40314cf7ed50b83501a,cairn,12
8075,c9d2cef73ce84a96095da1e79ff88f21,clumber,68
3774,5db5f37543049738ba92fbb41a51351a,papillon,22
866,151f312fa21196af9b53b0e77baa3a06,brabancon_griffon,116
2394,3b983d80630d25b0c303da2a511b619b,dandie_dinmont,35
8568,d717947b987bf5d60e19ac963c548b74,rhodesian_ridgeback,38
1532,25d44cc514ac6625b1ea11ab91b4ba2f,lhasa,33
6880,acd32654070ec86fa6d5fd2145327563,miniature_poodle,74
9224,e7af30693df78697b8541fb5e2e46941,great_pyrenees,7
1048,1a0a76e482a7963a008e29977d48aad4,dhole,87
7523,bca7dc1437ea1ba4bfb4739a99520492,border_collie,104
7166,b3bcaf1fea645fbad288f546fd18cc64,german_shepherd,113
9261,e8919d9aad4b786433cde19e387df19e,miniature_pinscher,16
500,0c0fb87fb13f0f6c8d21ff6c15e3361e,otterhound,111
8110,ca9cc76eca157a803c3459b34e722351,miniature_poodle,74
2892,478f36c489b36e2f4ba5667685c4baa9,maltese_dog,1
8654,d935132a02a3a6057dabe4ab571cc3f9,french_bulldog,108
6595,a5c6ca31780472bc6297dcb230ba8d0d,boxer,91
7645,bf6cf509b2ee89fcc7f1b627ee1ed7e7,chihuahua,106
5606,8d8cc902a0f1277b78d1a8b376083999,sealyham_terrier,37
4890,7aafb1cd5aba33e4097e41ea4166ece2,scottish_deerhound,0
1036,19a8c1698819d382c3ead14bdc1a360b,affenpinscher,71
184,044d904b00ce11cec6e493226c39a4e2,staffordshire_bullterrier,76
3011,4a626b631ade1993520b0fbb8cd9554b,italian_greyhound,28
6283,9e9573c91725e4399224b623dc48beaf,pomeranian,6
9354,ea9e3ca803a028a17317345e4fa75135,cocker_spaniel,95
6969,aed285c5eae61e3e7ddb5f78e6a7a977,sealyham_terrier,37
8733,db14ac3935698082d5e1424f1f52f0e4,shetland_sheepdog,84
299,073b9a44c4761fa0792943b61b9c812c,toy_poodle,72
7983,c7a166b06d765dc146e516a3ae3aaadd,gordon_setter,65
206,04d3a777baa532f7558a860393c4537f,newfoundland,32
1943,2fdb41ae313a153f50d7d8b48006b98d,german_shepherd,113
10202,ff8e3fa7e04faca99af85195507ee54d,sealyham_terrier,37
7969,c746f8858f83b2be8d985b152ebe1303,american_staffordshire_terrier,97
1172,1d499d102adc9f6b8b660fbe96f57d5a,dandie_dinmont,35
1481,24bad9c547fc56016625af535b1070c1,borzoi,88
9931,f99c0ede8bf16d5e94a3a69ffb97b341,sealyham_terrier,37
8519,d5d856e5a6b16e448dcbdd057e280e62,chihuahua,106
6284,9e98898921d8ac40effaa332fe44257a,shih-tzu,5
3431,555445531dc58fb1b54c94f48a112e97,golden_retriever,117
6213,9cb7daea9f8c91fbcb0c021b80e30092,siberian_husky,24
9385,eb68d9469a3925897dd1c06bbc5a40d9,scottish_deerhound,0
7340,b7f1bfdd7a26c4eb24edd61bbc842167,curly-coated_retriever,100
2710,42ebd5007b5327b55f696ada900e3641,chow,27
917,1690937cfb23f8dbdcc594bf62650a92,bull_mastiff,94
1997,3178e11aee69979049dfd339931fe94f,blenheim_spaniel,17
9084,e47a26a0b4510b25250f654577207ed3,samoyed,9
6400,a16e005757d8c4f1e9bcce0050a35e41,english_setter,55
6768,a9f3be811452a710a8c390a9b2590f32,sealyham_terrier,37
4431,6ea67885eb6656e5df00e652ef913e6f,lakeland_terrier,21
9572,f02c7f7b30bf8535b9feed3accacccb4,scotch_terrier,58
4930,7bd50779a45bc1daa49a7bb9c418a9df,irish_terrier,62
480,0b72856996ad5826afff7195ff678589,scottish_deerhound,0
2231,37de257f7c02f6c4d4bd6441d224c941,newfoundland,32
1955,302b9eaf28568bdc9367411b52899b93,gordon_setter,65
5417,88a3cc5a66105089522f6fd894e65a55,basenji,8
3903,60ff2c4886f7b05bd481ae404079bb03,brittany_spaniel,99
2652,41b303da4d541ba4b8d9162881f706fc,bernese_mountain_dog,4
8472,d4a4869618c541244f4018aaac00a0b6,great_dane,92
2028,32687ef4d0dfb167dde77f57c484cd88,brabancon_griffon,116
1352,213cdae86b93271c566b09bf7bc79e8f,kelpie,45
4502,70685fef6eaf5cddd4de563cd6b5763c,samoyed,9
4231,694e8e593e55be4c673f97fdf70e3580,schipperke,43
2956,4913dfba39360e1d1489388e1a7554b8,english_foxhound,47
1777,2c2a4f529131c3109a7ab66b133b8461,basenji,8
9153,e5f1325af86723ad733000ca2adbd226,german_short-haired_pointer,90
5641,8e36fbb03c79117c3c7ff2962d255c91,mexican_hairless,69
9107,e4f5d391d0eab2c83493f2110a743da3,english_setter,55
6923,adc5daa413e246287aacf9b7f6e16d36,giant_schnauzer,114
6686,a7ce55dc85d2f4dbf62a4ffa82bf5df4,english_setter,55
3363,5372ce11fe19b19be54100297154bf77,rhodesian_ridgeback,38
8885,decaf524b73836c58c7eb371cce2b980,golden_retriever,117
4704,7618413d9a6a25be419129079df19a77,entlebucher,3
3597,5962e49e30984d1c323fd00a0071c2bf,redbone,103
6371,a09920def5c696a562a2dd7ca6feedc5,flat-coated_retriever,102
9163,e62630fa77dea4ee5a100e23edc6d061,beagle,14
2172,365020fbc3a02a725b3a682ef6899673,great_dane,92
5599,8d636c0e0e64295df6bbd2e434b47459,toy_poodle,72
1467,2483ddc95004ffd44b14a486d94ac91b,gordon_setter,65
2706,42c5c84c03dacbf5784f8c8910242018,boxer,91
8046,c9225fdea1d82387cd5b8bcf30ed9df5,irish_water_spaniel,82
10008,fb1cdd8ff249b6ee7c2af2e89ff644d4,yorkshire_terrier,63
8125,cb2355a42af96267976f7f0ecf0f0de7,basset,59
906,1634d504adfb4efb6b14e891e8996585,saluki,20
6522,a4297f62afc356fe42979cb11a8b0ba9,australian_terrier,18
194,0484a6cc686a07e1edacd0fb44b1d965,affenpinscher,71
9494,ede38d1fbd47fcc1c408fbd7f0084fef,golden_retriever,117
2681,42404238339c427c0fb830da89885d5e,affenpinscher,71
5381,87c76585ab973f2ae3e6f20ba061db10,cairn,12
6575,a56fc127e3c0b271e37873d3ad6c9e59,rhodesian_ridgeback,38
6557,a50ddcba1998c1d2b87c2c0cf4df1409,cairn,12
6713,a8859e94273a3a1d558d13d2b5d04c47,labrador_retriever,51
2167,3633081b1227b64f76d35d468acdf81d,american_staffordshire_terrier,97
9627,f23dffefcd4ae2dee8a5dbf67e41b699,yorkshire_terrier,63
4214,68fe92544e3c171703144e0df84c964d,blenheim_spaniel,17
549,0d82788cd302dba65793ea68f55cc649,flat-coated_retriever,102
6916,ad9104f9ae466e303c1b01c0a356852d,miniature_schnauzer,80
6121,9a4c68bc356af529465603fc23a5ff28,staffordshire_bullterrier,76
9622,f20c9c183552b734bc3c5904bfa32d09,walker_hound,110
3314,523f9e3e1f8d1fba4092650bf3d1bdcc,african_hunting_dog,44
3383,53fc9ac8e5f21cd52297f44af13ba52d,english_foxhound,47
3344,530f38ff38ca1ef890955d4c65bffcd8,yorkshire_terrier,63
6163,9b370c5ad5420941ed36037665a2ab00,papillon,22
8147,cbb942c46449834575961dcf0d2c27f0,japanese_spaniel,15
1402,22a48dbad1b0f7d0e7d37b0312dcde2f,border_terrier,31
8754,db5cfed638eaaa1e627f620830129952,doberman,96
554,0daad4c8568dd89f295f6c3837b772df,silky_terrier,34
1509,25526168121fe509d4b323dcb6e23a7b,blenheim_spaniel,17
240,0593e37870ee77b0d34508e118bf6670,italian_greyhound,28
885,1586326d52312228c20c3599feb72d7a,pembroke,29
7055,b106bb7f5c07cfdd55f979ae7a83a41c,malamute,67
6586,a5a76e7db524d8e11728cb77e5e32f8b,komondor,115
2276,38c5b9c06dd0345604cb1a818ccc37e3,groenendael,61
9299,e97b337794ab4b95db5e2622156de547,giant_schnauzer,114
6259,9e18f1df8e71e373a30a04036c4c8f9c,norwegian_elkhound,25
8234,cdffff7690054e91eab8e7237df12406,scottish_deerhound,0
8492,d535bf3a2946268c98b27fe05ed7f2ed,staffordshire_bullterrier,76
1603,278efbcb4eb5c6a22cfa1031cce6136a,weimaraner,48
1998,319d31cd075dbfb583d1d9a804b8bbfd,rhodesian_ridgeback,38
3490,56d91388512400bf079a9663dd0b5ad5,kuvasz,107
4926,7bad676c5495bcb82e5e4caee308789f,toy_terrier,77
3394,5441a60725f87efa0862ef9416c28481,cocker_spaniel,95
4825,79010e9eef804bc1fca107849c04b280,leonberg,13
4129,66cdad5e53ed47f780de00dac40dcf4f,basenji,8
4167,67bacb6d8fd1b35860764780e47c4e07,weimaraner,48
9419,ec3985e4104dbdb2b4628ed9379d1a56,samoyed,9
4942,7c19536a7d66e009fa25d68fdcc17bc6,affenpinscher,71
5304,85a7359fd3bb01982912a73603acd2db,cocker_spaniel,95
9010,e23950a981b81588f00133a2c0c5cfb7,west_highland_white_terrier,64
5467,8a066dcad24606cf4a5e1ada81093989,golden_retriever,117
3541,581f448cf08f746bbd282a6ec1c9d9d0,bernese_mountain_dog,4
8824,dd273d04d5bd6da804f278fc767c6ca8,norwich_terrier,78
1949,2ff404cb6bdf5a20351b3db40a4584ff,basenji,8
6339,9fc99626f294cd981ef5bdf6fca91b4a,irish_wolfhound,19
9388,eb909c348925d451cdcee84eeb21d15c,whippet,23
7147,b36026757545d392c8becd69b87bd908,dhole,87
4269,6a835aa56954b3dee4730a9ab08cfda1,west_highland_white_terrier,64
9241,e81e8496a9826236ee5dfb24960aec6d,basenji,8
6936,ae16b7a7f905244eba139f90f48d3171,rottweiler,85
5271,84bcd47e09b0ef3f0b6e3f47f232a77c,west_highland_white_terrier,64
3369,5391615209a4626d38ebdc23b1456ad1,appenzeller,81
1704,2a4e50e444cedaf3c425d16f06a8d649,schipperke,43
8254,ce823aba64bddcca96b7c3c7f8862f36,lakeland_terrier,21
1620,28192a31f9b51c06019dd62fcbf984c6,pomeranian,6
6157,9b2472991fe3434d0b36f83e8cf5a03b,chihuahua,106
8219,cd7ad93d62286e4d6ecd2c2c61e0bdaa,scotch_terrier,58
9998,fabd0085e9b6b9c83b9fb419e0a2b5b7,bedlington_terrier,36
2606,40c3e0d2677f42bad549ed337dbb9d50,kuvasz,107
5396,881ceaa386838493d2f42d756fbb7597,groenendael,61
424,0a409042dd36b2c8293c67d4d4ea9ef9,sealyham_terrier,37
4582,72747719b03c5ff7124878156e8004e7,labrador_retriever,51
5521,8b692b59001659cc57f63fa621c1b9b2,chow,27
3246,5086b396f901bf0a9f00ed64f8951c55,pomeranian,6
7471,bbb2ba350d76eda23bb65ebd4f2c9925,black-and-tan_coonhound,83
3139,4d8b9deda4ae7a1c7e0760ca7a5c4cca,norwegian_elkhound,25
7612,beb42ec1708f471d474bb4de9bf2968b,silky_terrier,34
7827,c3a0166a2d77b608de86c14739d84ba6,miniature_pinscher,16
4420,6e69c90e42b91a4d1c32900ed1cfb96f,norwegian_elkhound,25
8783,dc1c430fe26e231d4c8e13d2ee14c5ad,keeshond,66
4875,7a378a3d9b8ec957aabb276ffc94986c,west_highland_white_terrier,64
5944,9629f46ec0bd1eae63121877c7d6787e,saluki,20
3415,54f801ce3b48bb48b6213d697ad22683,great_pyrenees,7
7861,c484f496ccb2608c07e9706f567e3546,malinois,98
2356,3abf32c83667f356c2f38994e0477a2b,briard,119
7345,b81200d1831287bbe732fc74fe485cf7,great_pyrenees,7
8169,cc3ebdab9d7f7a331090e55ea2549dec,irish_setter,39
8304,cfd115aa91d1b341574869fd5b9a1afd,appenzeller,81
4879,7a5f80c109aa9333fcbd80dd938ceb1a,cairn,12
698,1132baf0ad2beef88c9d78c8ee21778c,malamute,67
2157,35e495b1de348a81e9c64f929de8beff,standard_poodle,75
3389,541454486d3fd58e7f2a9c458596cc22,chihuahua,106
8787,dc44465b8caedd8d06f52a7482036a02,bluetick,49
7764,c24eb78ce2156f05ec5b2736bfaa5e18,wire-haired_fox_terrier,60
8512,d5b01922a98bd60cd867e7b6d62039f2,saint_bernard,52
1508,254dd5e3d5f66a3b5d15c745cc54d065,scotch_terrier,58
4698,75f21d23f43b194674f2016f1ce6b153,groenendael,61
2656,41bbf137ce0188e6cd50ca51eb784844,newfoundland,32
6823,ab588fe6350567256eaee1f93e9e065d,cocker_spaniel,95
3737,5ce1816545af31c8cfd10612c74e0675,english_setter,55
5966,96977713e768b5ebf16e3b8b8734736c,chow,27
1464,2467c49806dffe9bf0155c9256faf86e,lakeland_terrier,21
6016,97e8c5fb46a894b5817e752259315886,west_highland_white_terrier,64
2837,45d79ec71756709eb708d9abb3ee458f,rottweiler,85
