,id,breed,breed_int,filepath
797,13c630fcf8aa68ab0e97cd4a644b8943,doberman,96,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13c630fcf8aa68ab0e97cd4a644b8943.jpg
798,13c7c6b47b97b9f0a4591fef29893436,pekinese,88,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13c7c6b47b97b9f0a4591fef29893436.jpg
799,13cab1309bdaf21aa17cf71fd6f88a65,old_english_sheepdog,42,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13cab1309bdaf21aa17cf71fd6f88a65.jpg
800,13d42ef52eb6c649c14cb9ffa8b6fba4,kelpie,43,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13d42ef52eb6c649c14cb9ffa8b6fba4.jpg
801,13d470408dbbdc20b38ea32d3752edbb,malinois,99,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13d470408dbbdc20b38ea32d3752edbb.jpg
802,13e2d0cb1fa62d3085be6877bd7e85cb,pomeranian,6,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13e2d0cb1fa62d3085be6877bd7e85cb.jpg
803,13e608df9c88b1465ebf98bc84d0a832,bedlington_terrier,35,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13e608df9c88b1465ebf98bc84d0a832.jpg
804,13ea49cd2b706ec9a15e7214e492bbb2,schipperke,47,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13ea49cd2b706ec9a15e7214e492bbb2.jpg
805,13ee74fa50b3e32356047fde4fd993ab,keeshond,67,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13ee74fa50b3e32356047fde4fd993ab.jpg
806,13f6cb46cb23d6eb41fa6931b73b3e4c,bouvier_des_flandres,44,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13f6cb46cb23d6eb41fa6931b73b3e4c.jpg
807,13f765ea64c7a3575a105cbdfbb6c31f,leonberg,12,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13f765ea64c7a3575a105cbdfbb6c31f.jpg
808,13f939b9b15ec56409a21017263db93c,boston_bull,41,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13f939b9b15ec56409a21017263db93c.jpg
809,13fc4571a3c549715a357d22fd16eabb,great_pyrenees,7,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13fc4571a3c549715a357d22fd16eabb.jpg
810,13feb3feb14fe8aa91f70411bc1b10e9,brittany_spaniel,98,e:\daidai\projects\dog_breed_classifier/input_data/images/train/13feb3feb14fe8aa91f70411bc1b10e9.jpg
811,14095922a772c94921a065006a9fa454,yorkshire_terrier,58,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14095922a772c94921a065006a9fa454.jpg
812,1411967eaa020b15874e03167eceea62,blenheim_spaniel,17,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1411967eaa020b15874e03167eceea62.jpg
813,141321373d0535ee37171a2d6ca9bcbb,yorkshire_terrier,58,e:\daidai\projects\dog_breed_classifier/input_data/images/train/141321373d0535ee37171a2d6ca9bcbb.jpg
814,14158fdadb6a3accea6b334d0f284092,miniature_pinscher,18,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14158fdadb6a3accea6b334d0f284092.jpg
815,1416047ba98d2c23eb2caf45d3008ccb,airedale,10,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1416047ba98d2c23eb2caf45d3008ccb.jpg
816,1416892831c073f6d3879d8cdf5386dd,dandie_dinmont,36,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1416892831c073f6d3879d8cdf5386dd.jpg
817,141706c74486585c27de2dfb335695bb,saluki,20,e:\daidai\projects\dog_breed_classifier/input_data/images/train/141706c74486585c27de2dfb335695bb.jpg
818,1418b4cd78095ff2635ef02684a026b7,bouvier_des_flandres,44,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1418b4cd78095ff2635ef02684a026b7.jpg
819,1428026a4472cda58ad13233bb9ad64d,greater_swiss_mountain_dog,61,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1428026a4472cda58ad13233bb9ad64d.jpg
820,142ef9990b3db0d521f87f9133a6b84f,labrador_retriever,51,e:\daidai\projects\dog_breed_classifier/input_data/images/train/142ef9990b3db0d521f87f9133a6b84f.jpg
821,1435300899e9180c90de6e100643b402,chesapeake_bay_retriever,55,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1435300899e9180c90de6e100643b402.jpg
822,1438130db8837b0e5fdb8416e53353ec,cocker_spaniel,97,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1438130db8837b0e5fdb8416e53353ec.jpg
823,1438ea6672622b5867ce2fbcebe6c552,beagle,15,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1438ea6672622b5867ce2fbcebe6c552.jpg
824,143b9484273e57668d03bfc26755810a,miniature_schnauzer,79,e:\daidai\projects\dog_breed_classifier/input_data/images/train/143b9484273e57668d03bfc26755810a.jpg
825,143ce5343024462044b72de531b5ff08,chow,27,e:\daidai\projects\dog_breed_classifier/input_data/images/train/143ce5343024462044b72de531b5ff08.jpg
826,143d5305a4055398828d5b7e3aa8f75b,great_dane,91,e:\daidai\projects\dog_breed_classifier/input_data/images/train/143d5305a4055398828d5b7e3aa8f75b.jpg
827,14597c96d5c222eebd742f4207296314,siberian_husky,25,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14597c96d5c222eebd742f4207296314.jpg
828,145ec132c2a1cc4291bd774c7f78c871,shih-tzu,5,e:\daidai\projects\dog_breed_classifier/input_data/images/train/145ec132c2a1cc4291bd774c7f78c871.jpg
829,145f7bb3bf6e4877b8b6624f612a1c24,doberman,96,e:\daidai\projects\dog_breed_classifier/input_data/images/train/145f7bb3bf6e4877b8b6624f612a1c24.jpg
830,1465759436b4acd2748dd50108b90ca9,lhasa,34,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1465759436b4acd2748dd50108b90ca9.jpg
831,146b732430bb63d5338fc6b7a8fc0135,basenji,8,e:\daidai\projects\dog_breed_classifier/input_data/images/train/146b732430bb63d5338fc6b7a8fc0135.jpg
832,146be641443a270dd8116f65d53d0c9d,boston_bull,41,e:\daidai\projects\dog_breed_classifier/input_data/images/train/146be641443a270dd8116f65d53d0c9d.jpg
833,146c249bf2d60bf30c309341020bf2ee,basset,60,e:\daidai\projects\dog_breed_classifier/input_data/images/train/146c249bf2d60bf30c309341020bf2ee.jpg
834,146c8ed2e65ed9e04d8302bf1d96815a,entlebucher,3,e:\daidai\projects\dog_breed_classifier/input_data/images/train/146c8ed2e65ed9e04d8302bf1d96815a.jpg
835,146fa113f3d8ad6e0effe9719e09cef1,papillon,22,e:\daidai\projects\dog_breed_classifier/input_data/images/train/146fa113f3d8ad6e0effe9719e09cef1.jpg
836,146fbfac6b5b1f0de83a5d0c1b473377,irish_terrier,63,e:\daidai\projects\dog_breed_classifier/input_data/images/train/146fbfac6b5b1f0de83a5d0c1b473377.jpg
837,146fcb253fd7b73b2c9f20d91a49f400,chihuahua,105,e:\daidai\projects\dog_breed_classifier/input_data/images/train/146fcb253fd7b73b2c9f20d91a49f400.jpg
838,1472fb85b5c76d50009137da3dbde052,miniature_schnauzer,79,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1472fb85b5c76d50009137da3dbde052.jpg
839,1476da6f7fc9421c8ec3c0aba6b3e1bf,black-and-tan_coonhound,83,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1476da6f7fc9421c8ec3c0aba6b3e1bf.jpg
840,14914d7f0348c56b32a779596c11ecd6,kuvasz,106,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14914d7f0348c56b32a779596c11ecd6.jpg
841,14918e76fc079738923ea5ab8d12b4ee,tibetan_terrier,11,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14918e76fc079738923ea5ab8d12b4ee.jpg
842,1493bf7f5cb1ca62b4e0772d9edc702e,basenji,8,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1493bf7f5cb1ca62b4e0772d9edc702e.jpg
843,14a24af1ce8c796dc96bb45dea1fb8dc,whippet,24,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14a24af1ce8c796dc96bb45dea1fb8dc.jpg
844,14a2795a5c3d69a5c18a63aad8718003,lakeland_terrier,21,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14a2795a5c3d69a5c18a63aad8718003.jpg
845,14a44cf4253e82340f83293e3920af11,italian_greyhound,29,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14a44cf4253e82340f83293e3920af11.jpg
846,14acf981af889d9b97d1d46a439228b0,tibetan_terrier,11,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14acf981af889d9b97d1d46a439228b0.jpg
847,14b1b3f0d45a15766dc02dc84899b07a,boxer,92,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14b1b3f0d45a15766dc02dc84899b07a.jpg
848,14b27fd74697cf699143ade2d4f801fc,malamute,64,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14b27fd74697cf699143ade2d4f801fc.jpg
849,14b6f4f65cf579f4a402b310be78b8ff,cocker_spaniel,97,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14b6f4f65cf579f4a402b310be78b8ff.jpg
850,14babec7fedcfcfe575947797e2e01bd,keeshond,67,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14babec7fedcfcfe575947797e2e01bd.jpg
851,14c00ab356d9261ea220ea91fa20a42d,airedale,10,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14c00ab356d9261ea220ea91fa20a42d.jpg
852,14c8f5fc68ca8fb6b33a0082849b15ad,miniature_schnauzer,79,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14c8f5fc68ca8fb6b33a0082849b15ad.jpg
853,14cbd6c6c6550fa1306c8d4f7cf1a840,toy_terrier,73,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14cbd6c6c6550fa1306c8d4f7cf1a840.jpg
854,14cd98829e4e99e950af3cbf94ad1734,saluki,20,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14cd98829e4e99e950af3cbf94ad1734.jpg
855,14cffe576239620f1733dfe487dbaa6f,tibetan_mastiff,110,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14cffe576239620f1733dfe487dbaa6f.jpg
856,14d2892358ea21837f7a9399c0b00acb,boxer,92,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14d2892358ea21837f7a9399c0b00acb.jpg
857,14dee67f611c52183fda5fc07db5d5fb,mexican_hairless,72,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14dee67f611c52183fda5fc07db5d5fb.jpg
858,14e8bc7e0eaf52be607e0a654922a826,irish_setter,39,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14e8bc7e0eaf52be607e0a654922a826.jpg
859,14e9a6d002632db71a18283fc024f086,saint_bernard,52,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14e9a6d002632db71a18283fc024f086.jpg
860,14f25ad78f02126a1ceeb44385378cd1,great_pyrenees,7,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14f25ad78f02126a1ceeb44385378cd1.jpg
861,14f4938d64e0da5582a4ced35cf33a6b,keeshond,67,e:\daidai\projects\dog_breed_classifier/input_data/images/train/14f4938d64e0da5582a4ced35cf33a6b.jpg
862,150a95102a32d2f099b02a445442310b,keeshond,67,e:\daidai\projects\dog_breed_classifier/input_data/images/train/150a95102a32d2f099b02a445442310b.jpg
863,15137b6e02d5cd04cabb34aba1fabb9f,chesapeake_bay_retriever,55,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15137b6e02d5cd04cabb34aba1fabb9f.jpg
864,151474b992b295f69547839e31271dd0,chihuahua,105,e:\daidai\projects\dog_breed_classifier/input_data/images/train/151474b992b295f69547839e31271dd0.jpg
865,15190d69d724d7e94ef64a347b959ccb,african_hunting_dog,46,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15190d69d724d7e94ef64a347b959ccb.jpg
866,151f312fa21196af9b53b0e77baa3a06,brabancon_griffon,117,e:\daidai\projects\dog_breed_classifier/input_data/images/train/151f312fa21196af9b53b0e77baa3a06.jpg
867,152006ba4c78c907b2fc376a3336ae09,collie,40,e:\daidai\projects\dog_breed_classifier/input_data/images/train/152006ba4c78c907b2fc376a3336ae09.jpg
868,152aa0851b6a1349b99044f16eadc59d,groenendael,57,e:\daidai\projects\dog_breed_classifier/input_data/images/train/152aa0851b6a1349b99044f16eadc59d.jpg
869,152c0d164f42991d55d84dc30a1fa81f,standard_schnauzer,101,e:\daidai\projects\dog_breed_classifier/input_data/images/train/152c0d164f42991d55d84dc30a1fa81f.jpg
870,15305c67da0838b92b90c66526cef5aa,shetland_sheepdog,86,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15305c67da0838b92b90c66526cef5aa.jpg
871,1534c4b9f44f10bfb3e6e0ff32d08a9a,maltese_dog,1,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1534c4b9f44f10bfb3e6e0ff32d08a9a.jpg
872,153697b802875722cb25421a661a4526,yorkshire_terrier,58,e:\daidai\projects\dog_breed_classifier/input_data/images/train/153697b802875722cb25421a661a4526.jpg
873,153bbd70025d2738418176e6ab7fedd0,flat-coated_retriever,100,e:\daidai\projects\dog_breed_classifier/input_data/images/train/153bbd70025d2738418176e6ab7fedd0.jpg
874,153f05ef64f050530ea746a357855b20,pug,26,e:\daidai\projects\dog_breed_classifier/input_data/images/train/153f05ef64f050530ea746a357855b20.jpg
875,153f0c739e9049612a62f111b9519429,norwegian_elkhound,23,e:\daidai\projects\dog_breed_classifier/input_data/images/train/153f0c739e9049612a62f111b9519429.jpg
876,1548eb783093ac6bdf011d07f3370a36,yorkshire_terrier,58,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1548eb783093ac6bdf011d07f3370a36.jpg
877,155052199dfac47b3a1ccbea97ce648c,miniature_poodle,76,e:\daidai\projects\dog_breed_classifier/input_data/images/train/155052199dfac47b3a1ccbea97ce648c.jpg
878,1553cf296f4d83f015a07afde78fd747,sealyham_terrier,37,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1553cf296f4d83f015a07afde78fd747.jpg
879,156a5ab6d4cfe64e10f38af83f21a30a,vizsla,109,e:\daidai\projects\dog_breed_classifier/input_data/images/train/156a5ab6d4cfe64e10f38af83f21a30a.jpg
880,156d6d6ef7da47aa22b150268af9a3c4,japanese_spaniel,14,e:\daidai\projects\dog_breed_classifier/input_data/images/train/156d6d6ef7da47aa22b150268af9a3c4.jpg
881,156e74a393c76b215752d692eccd9135,irish_terrier,63,e:\daidai\projects\dog_breed_classifier/input_data/images/train/156e74a393c76b215752d692eccd9135.jpg
882,1574f04538521f284218dfbf2c8678ee,yorkshire_terrier,58,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1574f04538521f284218dfbf2c8678ee.jpg
883,157e9d7fb607da0ff1d324933b9cbddf,african_hunting_dog,46,e:\daidai\projects\dog_breed_classifier/input_data/images/train/157e9d7fb607da0ff1d324933b9cbddf.jpg
884,158274c7a5b030a2e8462a55159bdfc4,brabancon_griffon,117,e:\daidai\projects\dog_breed_classifier/input_data/images/train/158274c7a5b030a2e8462a55159bdfc4.jpg
885,1586326d52312228c20c3599feb72d7a,pembroke,28,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1586326d52312228c20c3599feb72d7a.jpg
886,1596cf0ab964b3ff0587f0d30042ca18,irish_setter,39,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1596cf0ab964b3ff0587f0d30042ca18.jpg
887,159d07f089673cd225f3a47d08ee772f,shih-tzu,5,e:\daidai\projects\dog_breed_classifier/input_data/images/train/159d07f089673cd225f3a47d08ee772f.jpg
888,159d8e089f2ce2a38580a02318fd9ecb,labrador_retriever,51,e:\daidai\projects\dog_breed_classifier/input_data/images/train/159d8e089f2ce2a38580a02318fd9ecb.jpg
889,15a4ad475f9c8b2250df082b8e741d94,gordon_setter,66,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15a4ad475f9c8b2250df082b8e741d94.jpg
890,15ad574a13084df42ef17a5f635fae3c,irish_wolfhound,19,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15ad574a13084df42ef17a5f635fae3c.jpg
891,15aee288781e5c11d1f9a6983326ad9c,bloodhound,50,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15aee288781e5c11d1f9a6983326ad9c.jpg
892,15b5949f52a4838f9fe3d69cfff94fd5,beagle,15,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15b5949f52a4838f9fe3d69cfff94fd5.jpg
893,15b5cd948f5bcbb7a4f5b1904de4c6d5,afghan_hound,2,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15b5cd948f5bcbb7a4f5b1904de4c6d5.jpg
894,15d17b41ac5230af8f31417f0a673915,redbone,104,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15d17b41ac5230af8f31417f0a673915.jpg
895,15d25fb9d0b922b4943b312509e95c21,pomeranian,6,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15d25fb9d0b922b4943b312509e95c21.jpg
896,15d7f26c7d32f81c204936362ead551e,newfoundland,30,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15d7f26c7d32f81c204936362ead551e.jpg
897,15e9e5a6a6f3630335261259940114b4,irish_wolfhound,19,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15e9e5a6a6f3630335261259940114b4.jpg
898,15f8b879f8660fece35ed760345fa9dd,eskimo_dog,118,e:\daidai\projects\dog_breed_classifier/input_data/images/train/15f8b879f8660fece35ed760345fa9dd.jpg
899,160160c8ac562966448486906cb56308,standard_poodle,77,e:\daidai\projects\dog_breed_classifier/input_data/images/train/160160c8ac562966448486906cb56308.jpg
900,16052ac2a6ff7f1fbbc85885d2a7c467,lhasa,34,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16052ac2a6ff7f1fbbc85885d2a7c467.jpg
901,1609abf6c6ac2e8df0af837cbe9cee74,mexican_hairless,72,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1609abf6c6ac2e8df0af837cbe9cee74.jpg
902,160f87a50f4c3c80752872faa80e4699,cardigan,84,e:\daidai\projects\dog_breed_classifier/input_data/images/train/160f87a50f4c3c80752872faa80e4699.jpg
903,160f932c413228553024d4cc9bafc156,miniature_pinscher,18,e:\daidai\projects\dog_breed_classifier/input_data/images/train/160f932c413228553024d4cc9bafc156.jpg
904,16265434d841173019be215bea5d8097,saint_bernard,52,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16265434d841173019be215bea5d8097.jpg
905,162a3de12cc110679a921dc49dd38fc8,black-and-tan_coonhound,83,e:\daidai\projects\dog_breed_classifier/input_data/images/train/162a3de12cc110679a921dc49dd38fc8.jpg
906,1634d504adfb4efb6b14e891e8996585,saluki,20,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1634d504adfb4efb6b14e891e8996585.jpg
907,1639ccef237eec9fc4eb1aa0916201c3,siberian_husky,25,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1639ccef237eec9fc4eb1aa0916201c3.jpg
908,164533d27e5827842f28f100196bfe7d,dhole,87,e:\daidai\projects\dog_breed_classifier/input_data/images/train/164533d27e5827842f28f100196bfe7d.jpg
909,164a194e9bf8819523235879eb0c2698,weimaraner,48,e:\daidai\projects\dog_breed_classifier/input_data/images/train/164a194e9bf8819523235879eb0c2698.jpg
910,164c3b823c400cea20ad0a3426e1eeea,chihuahua,105,e:\daidai\projects\dog_breed_classifier/input_data/images/train/164c3b823c400cea20ad0a3426e1eeea.jpg
911,165f26ae3d9dfe88e10f7929c031b1c8,siberian_husky,25,e:\daidai\projects\dog_breed_classifier/input_data/images/train/165f26ae3d9dfe88e10f7929c031b1c8.jpg
912,166d9a55197d0c21068273cca67fe2aa,japanese_spaniel,14,e:\daidai\projects\dog_breed_classifier/input_data/images/train/166d9a55197d0c21068273cca67fe2aa.jpg
913,166da5b561393f0dda932f562c39bc6b,scottish_deerhound,0,e:\daidai\projects\dog_breed_classifier/input_data/images/train/166da5b561393f0dda932f562c39bc6b.jpg
914,1674e551b6e45cdc27a3014ffb83f374,flat-coated_retriever,100,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1674e551b6e45cdc27a3014ffb83f374.jpg
915,168e2da635938b82819b8a45bbd3dd0d,collie,40,e:\daidai\projects\dog_breed_classifier/input_data/images/train/168e2da635938b82819b8a45bbd3dd0d.jpg
916,1690522901e3d41a84c3dc91b1520902,maltese_dog,1,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1690522901e3d41a84c3dc91b1520902.jpg
917,1690937cfb23f8dbdcc594bf62650a92,bull_mastiff,94,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1690937cfb23f8dbdcc594bf62650a92.jpg
918,16941a6728ddb9cb7423a6cc97fbe071,old_english_sheepdog,42,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16941a6728ddb9cb7423a6cc97fbe071.jpg
919,1699a179453b177a5e895c5b5ecb3624,siberian_husky,25,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1699a179453b177a5e895c5b5ecb3624.jpg
920,169db2d825a1bdeb5a576ab746812936,ibizan_hound,32,e:\daidai\projects\dog_breed_classifier/input_data/images/train/169db2d825a1bdeb5a576ab746812936.jpg
921,16a2425b83d397180e11ec5cb2c4b44f,saluki,20,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16a2425b83d397180e11ec5cb2c4b44f.jpg
922,16a6a63387fa1f0b4a0dcf6bb05f6204,pembroke,28,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16a6a63387fa1f0b4a0dcf6bb05f6204.jpg
923,16a760e466fd2b2fe0ef8879b5b2245d,groenendael,57,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16a760e466fd2b2fe0ef8879b5b2245d.jpg
924,16aaa590e39530bc1cb319fc7d89c00e,boston_bull,41,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16aaa590e39530bc1cb319fc7d89c00e.jpg
925,16ac25747d1a51db033d6461156ddb0b,kuvasz,106,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16ac25747d1a51db033d6461156ddb0b.jpg
926,16acaa39e4fe4edbc2becbeb85e8ccbe,standard_schnauzer,101,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16acaa39e4fe4edbc2becbeb85e8ccbe.jpg
927,16b17dfce7906f0e7a599a538c7ac106,doberman,96,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16b17dfce7906f0e7a599a538c7ac106.jpg
928,16ca736a6ff68bc4d2d1586e8eec9b28,malamute,64,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16ca736a6ff68bc4d2d1586e8eec9b28.jpg
929,16cc38641158115b57a4610e40e5f6a9,miniature_poodle,76,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16cc38641158115b57a4610e40e5f6a9.jpg
930,16d21426a864e73050afda40bf1fddc6,irish_wolfhound,19,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16d21426a864e73050afda40bf1fddc6.jpg
931,16d2d5edf52892450e38aa4f766c2eea,toy_poodle,70,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16d2d5edf52892450e38aa4f766c2eea.jpg
932,16d9e14772868ce890909983e53af8d7,bernese_mountain_dog,4,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16d9e14772868ce890909983e53af8d7.jpg
933,16da5fc3f2c4273902da11aafc13456e,toy_terrier,73,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16da5fc3f2c4273902da11aafc13456e.jpg
934,16df5020c2b6ac3f70fb3a5c27c5175e,german_short-haired_pointer,90,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16df5020c2b6ac3f70fb3a5c27c5175e.jpg
935,16e2c529e31eb3d2a276eb5bda2b009f,malamute,64,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16e2c529e31eb3d2a276eb5bda2b009f.jpg
936,16e68faf318a580514ec2ae7fe295ec5,wire-haired_fox_terrier,62,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16e68faf318a580514ec2ae7fe295ec5.jpg
937,16ed388064b485a047d02a147e0a5cff,lhasa,34,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16ed388064b485a047d02a147e0a5cff.jpg
938,16f37498dbfe77fae6d442465e7356eb,english_foxhound,45,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16f37498dbfe77fae6d442465e7356eb.jpg
939,16fd2ee2057012b1d3db46e219a4d022,australian_terrier,16,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16fd2ee2057012b1d3db46e219a4d022.jpg
940,16fdb4a145a7f5695a264ba980e23bc3,norwich_terrier,82,e:\daidai\projects\dog_breed_classifier/input_data/images/train/16fdb4a145a7f5695a264ba980e23bc3.jpg
941,1703c4224aace739763ae9f4e4ad7e76,sealyham_terrier,37,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1703c4224aace739763ae9f4e4ad7e76.jpg
942,170b803738598c2466457271f98f647c,blenheim_spaniel,17,e:\daidai\projects\dog_breed_classifier/input_data/images/train/170b803738598c2466457271f98f647c.jpg
943,170dba137a3990b225bdf19074b97023,scotch_terrier,56,e:\daidai\projects\dog_breed_classifier/input_data/images/train/170dba137a3990b225bdf19074b97023.jpg
944,1710f33e5a5a32fd20547e8f133fa8d9,shetland_sheepdog,86,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1710f33e5a5a32fd20547e8f133fa8d9.jpg
945,1716fe350f1339e19906eb2889960c9e,german_short-haired_pointer,90,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1716fe350f1339e19906eb2889960c9e.jpg
946,17193d29b9833d783133f4b13f12f513,english_foxhound,45,e:\daidai\projects\dog_breed_classifier/input_data/images/train/17193d29b9833d783133f4b13f12f513.jpg
947,172137d59604f06ceaa15e7c6434c592,dingo,71,e:\daidai\projects\dog_breed_classifier/input_data/images/train/172137d59604f06ceaa15e7c6434c592.jpg
948,172bb084b4d25fcfe247da525a493e57,standard_schnauzer,101,e:\daidai\projects\dog_breed_classifier/input_data/images/train/172bb084b4d25fcfe247da525a493e57.jpg
949,172fcb0b8bbd67401c9e53e5f9bf39bc,boston_bull,41,e:\daidai\projects\dog_breed_classifier/input_data/images/train/172fcb0b8bbd67401c9e53e5f9bf39bc.jpg
950,17324f3d13ca421725028de23d631e03,standard_schnauzer,101,e:\daidai\projects\dog_breed_classifier/input_data/images/train/17324f3d13ca421725028de23d631e03.jpg
951,1732acba109e3b1cf23efca0381c9a32,lakeland_terrier,21,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1732acba109e3b1cf23efca0381c9a32.jpg
952,173493daaae8804e5a837ddfe2e21c50,lakeland_terrier,21,e:\daidai\projects\dog_breed_classifier/input_data/images/train/173493daaae8804e5a837ddfe2e21c50.jpg
953,173b54d60d2d75be13416af93098445c,blenheim_spaniel,17,e:\daidai\projects\dog_breed_classifier/input_data/images/train/173b54d60d2d75be13416af93098445c.jpg
954,173d5eb6a645eee683442be8101d398e,samoyed,9,e:\daidai\projects\dog_breed_classifier/input_data/images/train/173d5eb6a645eee683442be8101d398e.jpg
955,174878bb8d33d52381bb3eb36dd1974a,staffordshire_bullterrier,74,e:\daidai\projects\dog_breed_classifier/input_data/images/train/174878bb8d33d52381bb3eb36dd1974a.jpg
956,174c68c77ca368337e9fc35112d7b842,dandie_dinmont,36,e:\daidai\projects\dog_breed_classifier/input_data/images/train/174c68c77ca368337e9fc35112d7b842.jpg
957,1758bbaf1dba23fd418911be2a2becc2,entlebucher,3,e:\daidai\projects\dog_breed_classifier/input_data/images/train/1758bbaf1dba23fd418911be2a2becc2.jpg
958,176e2a6cde976022e90b2b42a81297fb,saluki,20,e:\daidai\projects\dog_breed_classifier/input_data/images/train/176e2a6cde976022e90b2b42a81297fb.jpg
